regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,OULAD,0.5116104119697349,KU Leuven,0.6427296930939791,0.1311192811242442,0.08180563089414887,0.2114911831756464,1000
global,coverage,True,Zambia,0.4,OULAD,0.759554839654415,0.3595548396544149,0.24003772511575708,0.524382866753257,1000
global,mean_cross_tau,True,OULAD,0.5581582117771066,KU Leuven,0.7769936552349408,0.21883544345783423,0.14449084068050688,0.2914096661722197,1000
cohort_calibrated,coverage,True,OULAD,0.6500219651486309,Zambia,0.675,0.02497803485136918,0.01650011322096153,0.03195499731139639,1000
cohort_calibrated,mean_cross_tau,True,OULAD,0.5858817696571275,KU Leuven,0.754734048346341,0.1688522786892135,0.10382567589449557,0.24350018229813059,1000
oracle,coverage,True,OULAD,0.6500219651486309,Zambia,0.675,0.02497803485136918,0.01650011322096153,0.03195499731139639,1000
oracle,mean_cross_tau,True,OULAD,0.6452438486525799,KU Leuven,0.7727353215098354,0.12749147285725548,0.0766548092229064,0.1938709110071431,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,OULAD,0.5116104119697349,KU Leuven,0.6427296930939791,0.1311192811242442,0.07910118443311318,0.2114911831756464,1000
global,coverage,False,UKZN,0.4646840148698885,OULAD,0.759554839654415,0.2948708247845265,0.19075955943422332,0.47963443411846796,1000
global,mean_cross_tau,False,OULAD,0.5581582117771066,KU Leuven,0.7769936552349408,0.21883544345783423,0.14449084068050688,0.2914096661722197,1000
cohort_calibrated,coverage,False,OULAD,0.6500219651486309,Oviedo,0.6553894571203777,0.005367491971746796,0.0033522010177699764,0.008405388227964416,1000
cohort_calibrated,mean_cross_tau,False,OULAD,0.5858817696571275,KU Leuven,0.754734048346341,0.1688522786892135,0.1034282842763571,0.24350018229813059,1000
oracle,coverage,False,OULAD,0.6500219651486309,Oviedo,0.6553894571203777,0.005367491971746796,0.0033522010177699764,0.008405388227964416,1000
oracle,mean_cross_tau,False,OULAD,0.6452438486525799,KU Leuven,0.7727353215098354,0.12749147285725548,0.07161444935149631,0.1938709110071431,1000
