regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,OULAD,0.31130448283109324,KU Leuven,0.5890031199802547,0.27769863714916143,0.23467850907368187,0.32415305842486175,1000
global,coverage,True,UKZN,0.3516666666666667,OULAD,0.732171621027969,0.38050495436130227,0.27075332863679197,0.4677833695995609,1000
global,mean_cross_tau,True,OULAD,0.3882423696645548,Zambia,0.6561936933650699,0.26795132370051516,0.22870307546581883,0.3171596499158535,1000
cohort_calibrated,coverage,True,OULAD,0.6227851808463903,Zambia,0.65,0.02721481915360968,0.01337969159907777,0.044043901977481315,1000
cohort_calibrated,mean_cross_tau,True,OULAD,0.4235091390013147,KU Leuven,0.6466818485162568,0.22317270951494206,0.189115719228006,0.27390403506917865,1000
oracle,coverage,True,OULAD,0.6227851808463903,Zambia,0.65,0.02721481915360968,0.01337969159907777,0.044043901977481315,1000
oracle,mean_cross_tau,True,OULAD,0.5007559677379594,KU Leuven,0.7095060663650008,0.2087500986270414,0.17222270256833824,0.24988491770745094,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,OULAD,0.31130448283109324,KU Leuven,0.5890031199802547,0.27769863714916143,0.2331347213694598,0.31816719619897676,1000
global,coverage,False,UKZN,0.3516666666666667,OULAD,0.732171621027969,0.38050495436130227,0.27075332863679197,0.4677833695995609,1000
global,mean_cross_tau,False,OULAD,0.3882423696645548,KU Leuven,0.6473024322586594,0.2590600625941046,0.20898147549405097,0.3055479122443534,1000
cohort_calibrated,coverage,False,OULAD,0.6227851808463903,Oviedo,0.6278520849724626,0.005066904126072247,0.0026706480128070365,0.008698514665786241,1000
cohort_calibrated,mean_cross_tau,False,OULAD,0.4235091390013147,KU Leuven,0.6466818485162568,0.22317270951494206,0.18549723522060155,0.26864485898774526,1000
oracle,coverage,False,OULAD,0.6227851808463903,Oviedo,0.6278520849724626,0.005066904126072247,0.0026706480128070365,0.008698514665786241,1000
oracle,mean_cross_tau,False,OULAD,0.5007559677379594,KU Leuven,0.7095060663650008,0.2087500986270414,0.17222270256833824,0.24988491770745094,1000
