regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,Oviedo,0.28985247186498764,OULAD,0.5235445474133423,0.2336920755483547,0.12796296874222063,0.33997639389815665,1000
global,coverage,True,Zambia,0.45,KU Leuven,0.7031963470319634,0.2531963470319634,0.16553016884641475,0.3843183248952684,1000
global,mean_cross_tau,True,Oviedo,0.3656521823456925,OULAD,0.6103339634530561,0.2446817811073636,0.15676759983427585,0.35510164196940214,1000
cohort_calibrated,coverage,True,OULAD,0.5873480743886367,Zambia,0.6,0.012651925611363302,0.005550950326766435,0.0243229264471199,1000
cohort_calibrated,mean_cross_tau,True,Oviedo,0.32368566724538816,OULAD,0.6059123125690068,0.28222664532361863,0.16476544952818342,0.4031696784597384,1000
oracle,coverage,True,OULAD,0.5873480743886367,Zambia,0.6,0.012651925611363302,0.005550950326766435,0.0243229264471199,1000
oracle,mean_cross_tau,True,Oviedo,0.41624123414627956,OULAD,0.6752549536393965,0.2590137194931169,0.1526831354924439,0.3588657929622467,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,Oviedo,0.28985247186498764,OULAD,0.5235445474133423,0.2336920755483547,0.12633696090077148,0.33997639389815665,1000
global,coverage,False,UKZN,0.4684014869888476,KU Leuven,0.7031963470319634,0.23479486004311584,0.12530250233596174,0.37157541836092284,1000
global,mean_cross_tau,False,Oviedo,0.3656521823456925,OULAD,0.6103339634530561,0.2446817811073636,0.15676759983427585,0.35510164196940214,1000
cohort_calibrated,coverage,False,OULAD,0.5873480743886367,Oviedo,0.5948072383949646,0.007459164006327956,0.004409680545901126,0.012015618192257814,1000
cohort_calibrated,mean_cross_tau,False,Oviedo,0.32368566724538816,OULAD,0.6059123125690068,0.28222664532361863,0.16476544952818342,0.4031696784597384,1000
oracle,coverage,False,OULAD,0.5873480743886367,Oviedo,0.5948072383949646,0.007459164006327956,0.004409680545901126,0.012015618192257814,1000
oracle,mean_cross_tau,False,Oviedo,0.41624123414627956,OULAD,0.6752549536393965,0.2590137194931169,0.1526831354924439,0.3588657929622467,1000
