regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,OULAD,0.26166870364127554,KU Leuven,0.5910561104596812,0.32938740681840567,0.2703020137705681,0.38643367904706494,1000
global,coverage,True,UKZN,0.3463969658659924,Zambia,0.7,0.35360303413400757,0.2840244229787875,0.4235377490581839,1000
global,mean_cross_tau,True,OULAD,0.30884360167523517,KU Leuven,0.6223124722976736,0.31346887062243844,0.2389346798292483,0.3820506871285539,1000
cohort_calibrated,coverage,True,OULAD,0.5923268414116268,Zambia,0.6,0.007673158588373141,0.006699256190316333,0.019293269575184537,1000
cohort_calibrated,mean_cross_tau,True,OULAD,0.32453149465788145,KU Leuven,0.6219572737305437,0.2974257790726622,0.22433580987422014,0.36295634110043395,1000
oracle,coverage,True,OULAD,0.5923268414116268,Zambia,0.6,0.007673158588373141,0.006699256190316333,0.019293269575184537,1000
oracle,mean_cross_tau,True,OULAD,0.4571154285313611,KU Leuven,0.6849899164228116,0.22787448789145048,0.1686400467137939,0.2784310171946482,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,OULAD,0.26166870364127554,KU Leuven,0.5910561104596812,0.32938740681840567,0.26492601908262264,0.3823947119069617,1000
global,coverage,False,UKZN,0.3463969658659924,OULAD,0.6772587494508713,0.3308617835848789,0.2454367399479387,0.4093274017303684,1000
global,mean_cross_tau,False,OULAD,0.30884360167523517,KU Leuven,0.6223124722976736,0.31346887062243844,0.23478194060056384,0.3820506871285539,1000
cohort_calibrated,coverage,False,OULAD,0.5923268414116268,Oviedo,0.5992094861660079,0.006882644754381051,0.004371126068309933,0.010514141347674286,1000
cohort_calibrated,mean_cross_tau,False,OULAD,0.32453149465788145,KU Leuven,0.6219572737305437,0.2974257790726622,0.21662877693195626,0.36286316032752286,1000
oracle,coverage,False,OULAD,0.5923268414116268,Oviedo,0.5992094861660079,0.006882644754381051,0.004371126068309933,0.010514141347674286,1000
oracle,mean_cross_tau,False,OULAD,0.4571154285313611,KU Leuven,0.6849899164228116,0.22787448789145048,0.1672834720610351,0.2784310171946482,1000
