student_id,course_id,code_module,code_presentation,id_student,week_number,week_end_day,duration_weeks,course_week_progress,is_registered_by_week,is_unregistered_by_week,days_since_registration_start,cumulative_assessment_score_mean_to_date,cumulative_assessment_score_count_to_date,cumulative_assessment_weighted_score_to_date,cumulative_submitted_weight_to_date,assessment_submission_rate_due_to_date,late_submission_rate_to_date,banked_assessment_rate_to_date,current_week_clicks,cumulative_clicks_to_date,current_week_activity_types,cumulative_assessment_clicks_to_date,cumulative_content_clicks_to_date,cumulative_social_clicks_to_date,cumulative_other_clicks_to_date,overall_mastery_proxy,current_assessment_cluster_mastery,tma_mastery_to_date,cma_mastery_to_date,exam_mastery_to_date,mastery_assessment_coverage_to_date,has_assessment_score_to_date,has_weighted_score_to_date,has_current_assessment_cluster,has_due_assessment_to_date,has_vle_activity_to_date,final_weighted_score,passed_observed,final_result,target_total_weight,target_submitted_weight,target_weight_coverage,target_weighted_points,current_week_assessment_clicks,current_week_content_clicks,current_week_other_clicks,current_week_social_clicks,assessment_score_trend_to_date,clicks_trend_to_date,performance_index_oulad,discipline_index_oulad,engagement_index_oulad
102850,DDD_2013J,DDD,2013J,102850,4,27,38,0.10526315789473684,1,0,66.0,68.0,1.0,68.0,10.0,1.0,0.0,0.0,40.0,330.0,6,3.0,193.0,134.0,0.0,68.0,68.0,68.0,,,0.05,1,1,1,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,14.0,0.0,26.0,0.0,-55.0,0.68,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,5,34,38,0.13157894736842105,1,0,73.0,68.0,1.0,68.0,10.0,1.0,0.0,0.0,119.0,449.0,7,3.0,278.0,168.0,0.0,68.0,,68.0,,,0.05,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,85.0,0.0,34.0,0.0,79.0,0.68,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,6,41,38,0.15789473684210525,1,0,80.0,68.0,1.0,68.0,10.0,1.0,0.0,0.0,12.0,461.0,2,3.0,283.0,175.0,0.0,68.0,,68.0,,,0.05,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,5.0,0.0,7.0,0.0,-107.0,0.68,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,7,48,38,0.18421052631578946,1,0,87.0,68.0,1.0,68.0,10.0,1.0,0.0,0.0,60.0,521.0,7,4.0,310.0,207.0,0.0,68.0,,68.0,,,0.05,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,1.0,27.0,0.0,32.0,0.0,48.0,0.68,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,8,55,38,0.21052631578947367,1,0,94.0,82.5,2.0,84.11111111111111,22.5,1.0,0.0,0.0,54.0,575.0,6,4.0,354.0,217.0,0.0,84.11111111111111,97.0,84.11111111111111,,,0.1125,1,1,1,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,44.0,0.0,10.0,14.5,-6.0,0.8330555555555555,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,9,62,38,0.23684210526315788,1,0,101.0,82.5,2.0,84.11111111111111,22.5,1.0,0.0,0.0,15.0,590.0,5,4.0,366.0,220.0,0.0,84.11111111111111,,84.11111111111111,,,0.1125,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,12.0,0.0,3.0,0.0,-39.0,0.8330555555555555,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,10,69,38,0.2631578947368421,1,0,108.0,82.5,2.0,84.11111111111111,22.5,1.0,0.0,0.0,0.0,590.0,0,4.0,366.0,220.0,0.0,84.11111111111111,,84.11111111111111,,,0.1125,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.8330555555555555,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,11,76,38,0.2894736842105263,1,0,115.0,82.5,2.0,84.11111111111111,22.5,1.0,0.0,0.0,0.0,590.0,0,4.0,366.0,220.0,0.0,84.11111111111111,,84.11111111111111,,,0.1125,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8330555555555555,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,12,83,38,0.3157894736842105,1,0,122.0,82.5,2.0,84.11111111111111,22.5,1.0,0.0,0.0,10.0,600.0,3,4.0,376.0,220.0,0.0,84.11111111111111,,84.11111111111111,,,0.1125,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,10.0,0.0,0.0,0.0,10.0,0.8330555555555555,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,13,90,38,0.34210526315789475,1,0,129.0,86.66666666666667,3.0,88.875,40.0,1.0,0.0,0.0,63.0,663.0,5,4.0,429.0,230.0,0.0,88.875,95.0,88.875,,,0.2,1,1,1,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,53.0,0.0,10.0,4.166666666666671,53.0,0.8777083333333333,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,14,97,38,0.3684210526315789,1,0,136.0,86.66666666666667,3.0,88.875,40.0,1.0,0.0,0.0,54.0,717.0,6,4.0,481.0,232.0,0.0,88.875,,88.875,,,0.2,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,52.0,0.0,2.0,0.0,-9.0,0.8777083333333333,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,15,104,38,0.39473684210526316,1,0,143.0,86.66666666666667,3.0,88.875,40.0,1.0,0.0,0.0,37.0,754.0,6,4.0,512.0,238.0,0.0,88.875,,88.875,,,0.2,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,31.0,0.0,6.0,0.0,-17.0,0.8777083333333333,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,16,111,38,0.42105263157894735,1,0,150.0,86.66666666666667,3.0,88.875,40.0,1.0,0.0,0.0,13.0,767.0,2,4.0,525.0,238.0,0.0,88.875,,88.875,,,0.2,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,13.0,0.0,0.0,0.0,-24.0,0.8777083333333333,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,17,118,38,0.4473684210526316,1,0,157.0,86.66666666666667,3.0,88.875,40.0,1.0,0.0,0.0,36.0,803.0,6,4.0,560.0,239.0,0.0,88.875,,88.875,,,0.2,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,35.0,0.0,1.0,0.0,23.0,0.8777083333333333,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,18,125,38,0.47368421052631576,1,0,164.0,85.75,4.0,86.91666666666667,60.0,1.0,0.0,0.0,116.0,919.0,7,5.0,638.0,276.0,0.0,86.91666666666667,83.0,86.91666666666667,,,0.3,1,1,1,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,1.0,78.0,0.0,37.0,-0.9166666666666714,80.0,0.8633333333333334,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,19,132,38,0.5,1,0,171.0,85.75,4.0,86.91666666666667,60.0,1.0,0.0,0.0,17.0,936.0,3,5.0,641.0,290.0,0.0,86.91666666666667,,86.91666666666667,,,0.3,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,3.0,0.0,14.0,0.0,-99.0,0.8633333333333334,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,20,139,38,0.5263157894736842,1,0,178.0,85.75,4.0,86.91666666666667,60.0,1.0,0.0,0.0,96.0,1032.0,4,5.0,654.0,373.0,0.0,86.91666666666667,,86.91666666666667,,,0.3,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,13.0,0.0,83.0,0.0,79.0,0.8633333333333334,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,21,146,38,0.5526315789473685,1,0,185.0,85.75,4.0,86.91666666666667,60.0,1.0,0.0,0.0,17.0,1049.0,4,5.0,667.0,377.0,0.0,86.91666666666667,,86.91666666666667,,,0.3,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,13.0,0.0,4.0,0.0,-79.0,0.8633333333333334,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,22,153,38,0.5789473684210527,1,0,192.0,85.75,4.0,86.91666666666667,60.0,1.0,0.0,0.0,15.0,1064.0,4,5.0,677.0,382.0,0.0,86.91666666666667,,86.91666666666667,,,0.3,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,10.0,0.0,5.0,0.0,-2.0,0.8633333333333334,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,23,160,38,0.6052631578947368,1,0,199.0,85.75,4.0,86.91666666666667,60.0,1.0,0.0,0.0,26.0,1090.0,6,5.0,696.0,389.0,0.0,86.91666666666667,,86.91666666666667,,,0.3,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,19.0,0.0,7.0,0.0,11.0,0.8633333333333334,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,24,167,38,0.631578947368421,1,0,206.0,86.4,5.0,87.4375,80.0,1.0,0.0,0.0,67.0,1157.0,6,5.0,751.0,401.0,0.0,87.4375,89.0,87.4375,,,0.4,1,1,1,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,55.0,0.0,12.0,0.6500000000000057,41.0,0.8691875,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,25,174,38,0.6578947368421053,1,0,213.0,86.4,5.0,87.4375,80.0,1.0,0.0,0.0,0.0,1157.0,0,5.0,751.0,401.0,0.0,87.4375,,87.4375,,,0.4,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,0.0,0.0,0.0,0.0,-67.0,0.8691875,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,26,181,38,0.6842105263157895,1,0,220.0,86.4,5.0,87.4375,80.0,1.0,0.0,0.0,2.0,1159.0,1,5.0,753.0,401.0,0.0,87.4375,,87.4375,,,0.4,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8691875,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,27,188,38,0.7105263157894737,1,0,227.0,86.4,5.0,87.4375,80.0,1.0,0.0,0.0,24.0,1183.0,5,5.0,776.0,402.0,0.0,87.4375,,87.4375,,,0.4,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,23.0,0.0,1.0,0.0,22.0,0.8691875,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,28,195,38,0.7368421052631579,1,0,234.0,86.4,5.0,87.4375,80.0,1.0,0.0,0.0,30.0,1213.0,6,5.0,804.0,404.0,0.0,87.4375,,87.4375,,,0.4,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,28.0,0.0,2.0,0.0,6.0,0.8691875,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,29,202,38,0.7631578947368421,1,0,241.0,86.4,5.0,87.4375,80.0,1.0,0.0,0.0,10.0,1223.0,5,5.0,811.0,407.0,0.0,87.4375,,87.4375,,,0.4,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,7.0,0.0,3.0,0.0,-20.0,0.8691875,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,30,209,38,0.7894736842105263,1,0,248.0,78.33333333333333,6.0,77.55,100.0,1.0,0.0,0.0,62.0,1285.0,6,5.0,837.0,443.0,0.0,77.55,38.0,77.55,,,0.5,1,1,1,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,26.0,0.0,36.0,-8.066666666666677,52.0,0.7794166666666666,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,31,216,38,0.8157894736842105,1,0,255.0,78.33333333333333,6.0,77.55,100.0,1.0,0.0,0.0,120.0,1405.0,6,7.0,851.0,547.0,0.0,77.55,,77.55,,,0.5,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,2.0,14.0,0.0,104.0,0.0,58.0,0.7794166666666666,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,32,223,38,0.8421052631578947,1,0,262.0,78.33333333333333,6.0,77.55,100.0,1.0,0.0,0.0,45.0,1450.0,6,11.0,875.0,564.0,0.0,77.55,,77.55,,,0.5,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,4.0,24.0,0.0,17.0,0.0,-75.0,0.7794166666666666,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,33,230,38,0.868421052631579,1,0,269.0,78.33333333333333,6.0,77.55,100.0,1.0,0.0,0.0,14.0,1464.0,4,13.0,885.0,566.0,0.0,77.55,,77.55,,,0.5,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,2.0,10.0,0.0,2.0,0.0,-31.0,0.7794166666666666,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,34,237,38,0.8947368421052632,1,0,276.0,78.85714285714286,7.0,79.775,200.0,1.0,0.0,0.0,273.0,1737.0,8,13.0,969.0,743.0,12.0,77.55,,77.55,,,0.5,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,84.0,12.0,177.0,0.5238095238095326,259.0,0.7931607142857143,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,35,244,38,0.9210526315789473,1,0,283.0,78.85714285714286,7.0,79.775,200.0,1.0,0.0,0.0,11.0,1748.0,4,13.0,977.0,746.0,12.0,77.55,,77.55,,,0.5,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,8.0,0.0,3.0,0.0,-262.0,0.7931607142857143,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,36,251,38,0.9473684210526315,1,0,290.0,78.85714285714286,7.0,79.775,200.0,1.0,0.0,0.0,1.0,1749.0,1,13.0,978.0,746.0,12.0,77.55,,77.55,,,0.5,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,1.0,0.0,0.0,0.0,-10.0,0.7931607142857143,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,37,258,38,0.9736842105263158,1,0,297.0,78.85714285714286,7.0,79.775,200.0,1.0,0.0,0.0,0.0,1749.0,0,13.0,978.0,746.0,12.0,77.55,,77.55,,,0.5,1,1,0,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.7931607142857143,0.6666666666666666,1.0
102850,DDD_2013J,DDD,2013J,102850,38,265,38,1.0,1,0,304.0,78.85714285714286,7.0,79.775,200.0,1.0,0.0,0.0,0.0,1749.0,0,13.0,978.0,746.0,12.0,79.775,82.0,77.55,,82.0,1.0,1,1,1,1,1,79.775,1.0,Pass,200.0,200.0,1.0,15955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7931607142857143,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,4,27,38,0.10526315789473684,1,0,109.0,63.0,1.0,63.0,10.0,1.0,0.0,0.0,36.0,52.0,5,1.0,51.0,0.0,0.0,63.0,63.0,63.0,,,0.05,1,1,1,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,1.0,35.0,0.0,0.0,0.0,36.0,0.63,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,5,34,38,0.13157894736842105,1,0,116.0,63.0,1.0,63.0,10.0,1.0,0.0,0.0,3.0,55.0,1,1.0,54.0,0.0,0.0,63.0,,63.0,,,0.05,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,3.0,0.0,0.0,0.0,-33.0,0.63,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,6,41,38,0.15789473684210525,1,0,123.0,63.0,1.0,63.0,10.0,1.0,0.0,0.0,2.0,57.0,1,1.0,56.0,0.0,0.0,63.0,,63.0,,,0.05,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.63,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,7,48,38,0.18421052631578946,1,0,130.0,63.0,1.0,63.0,10.0,1.0,0.0,0.0,0.0,57.0,0,1.0,56.0,0.0,0.0,63.0,,63.0,,,0.05,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.63,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,8,55,38,0.21052631578947367,1,0,137.0,59.5,2.0,59.111111111111114,22.5,1.0,0.0,0.0,10.0,67.0,4,1.0,66.0,0.0,0.0,59.111111111111114,56.0,59.111111111111114,,,0.1125,1,1,1,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,10.0,0.0,0.0,-3.5,10.0,0.5930555555555556,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,9,62,38,0.23684210526315788,1,0,144.0,59.5,2.0,59.111111111111114,22.5,1.0,0.0,0.0,0.0,67.0,0,1.0,66.0,0.0,0.0,59.111111111111114,,59.111111111111114,,,0.1125,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.5930555555555556,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,10,69,38,0.2631578947368421,1,0,151.0,59.5,2.0,59.111111111111114,22.5,1.0,0.0,0.0,0.0,67.0,0,1.0,66.0,0.0,0.0,59.111111111111114,,59.111111111111114,,,0.1125,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5930555555555556,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,11,76,38,0.2894736842105263,1,0,158.0,59.5,2.0,59.111111111111114,22.5,1.0,0.0,0.0,0.0,67.0,0,1.0,66.0,0.0,0.0,59.111111111111114,,59.111111111111114,,,0.1125,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5930555555555556,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,12,83,38,0.3157894736842105,1,0,165.0,59.5,2.0,59.111111111111114,22.5,1.0,0.0,0.0,0.0,67.0,0,1.0,66.0,0.0,0.0,59.111111111111114,,59.111111111111114,,,0.1125,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5930555555555556,0.6666666666666666,1.0
