cohort_id,institution,n_students,vary,background_n,student_row,y,p_risk,flagged,margin,active_weeks,weeks_since_active,cum_clicks,self_tau_shap,self_tau_occlusion,self_jaccard_shap,cross_tau,cross_jaccard_top3,self_taub_shap,tied_shap,zeros_shap,self_jaccard_occlusion,self_taub_occlusion,tied_occlusion,zeros_occlusion,self_tau_lime,self_jaccard_lime,self_taub_lime,tied_lime,zeros_lime,self_tau_kernelshap_prob,self_jaccard_kernelshap_prob,self_taub_kernelshap_prob,tied_kernelshap_prob,zeros_kernelshap_prob,cross_tau_shap__occlusion,cross_jaccard_top3_shap__occlusion,cross_taub_shap__occlusion,cross_tau_shap__lime,cross_jaccard_top3_shap__lime,cross_taub_shap__lime,cross_tau_shap__kernelshap_prob,cross_jaccard_top3_shap__kernelshap_prob,cross_taub_shap__kernelshap_prob,cross_tau_occlusion__lime,cross_jaccard_top3_occlusion__lime,cross_taub_occlusion__lime,cross_tau_occlusion__kernelshap_prob,cross_jaccard_top3_occlusion__kernelshap_prob,cross_taub_occlusion__kernelshap_prob,cross_tau_lime__kernelshap_prob,cross_jaccard_top3_lime__kernelshap_prob,cross_taub_lime__kernelshap_prob,lime_seed_tau
oulad_AAA_2013J,OULAD,383,background,50,47,0,0.9025478647557741,False,0.05488613367478834,9.0,0.0,702.0,0.7142857142857144,0.8095238095238095,1.0,0.580952380952381,1.0,0.7142857142857144,0.0,0.0,1.0,0.7777777777777779,1.0,3.0,0.48571428571428565,0.49000000000000005,0.48571428571428565,0.0,0.0,0.6952380952380952,1.0,0.6952380952380952,0.0,0.0,0.580952380952381,1.0,0.6789347398332045,0.31428571428571433,0.4800000000000001,0.31428571428571433,0.7523809523809525,1.0,0.7523809523809525,0.16190476190476194,0.4800000000000001,0.2263115799444015,0.6380952380952382,1.0,0.6995085198281501,0.37142857142857144,0.4800000000000001,0.37142857142857144,0.8095238095238096
oulad_AAA_2013J,OULAD,383,background,50,0,1,0.7926479723959443,False,0.16478602603461812,8.0,2.0,342.0,0.7523809523809525,0.5047619047619049,0.8,0.21904761904761907,0.38,0.7523809523809525,0.0,0.0,0.62,0.5496270502530085,0.8,2.6,0.3714285714285715,0.65,0.3714285714285715,0.0,0.0,0.7333333333333334,0.6,0.7333333333333334,0.0,0.0,0.21904761904761907,0.38,0.2593466782850091,-0.08571428571428573,0.21999999999999997,-0.08571428571428573,0.7142857142857144,0.5,0.7142857142857144,0.2761904761904762,0.44000000000000006,0.2515018288715726,0.39047619047619053,0.54,0.44919802982285406,0.12380952380952381,0.54,0.12380952380952381,1.0
oulad_AAA_2013J,OULAD,383,background,50,267,1,0.9876053166584863,True,0.03017131822792385,10.0,0.0,1023.0,0.7714285714285716,0.8476190476190476,0.8,0.6000000000000001,0.6,0.7714285714285716,0.0,0.0,0.8,0.8170470240730159,0.8,1.8,0.42857142857142866,0.65,0.42857142857142866,0.0,0.0,0.7714285714285716,0.8,0.7714285714285716,0.0,0.0,0.6000000000000001,0.6,0.5922415588248198,0.028571428571428574,0.31999999999999995,0.028571428571428574,0.9047619047619049,1.0,0.9047619047619049,-0.028571428571428574,0.31999999999999995,0.009523809523809525,0.5809523809523809,0.6,0.5922415588248198,0.04761904761904763,0.31999999999999995,0.04761904761904763,0.7142857142857143
oulad_AAA_2013J,OULAD,383,background,50,122,1,0.9423445613885884,False,0.015089437041974074,10.0,0.0,1383.0,0.7904761904761906,0.8857142857142856,1.0,0.4476190476190477,0.5,0.7904761904761906,0.0,0.0,1.0,0.8732520204255894,0.2,1.2,0.5047619047619049,0.4600000000000001,0.5047619047619049,0.0,0.0,0.7904761904761906,1.0,0.7904761904761906,0.0,0.0,0.4476190476190477,0.5,0.4413879149746995,0.009523809523809521,0.38,0.009523809523809521,0.8285714285714286,1.0,0.8285714285714286,-0.20000000000000004,0.2,-0.19047619047619052,0.4666666666666667,0.5,0.45996515161096685,0.14285714285714288,0.38,0.14285714285714288,0.8095238095238096
oulad_AAA_2013J,OULAD,383,background,50,337,0,0.7105052516184329,False,0.2469287468121295,8.0,0.0,400.0,0.6761904761904762,0.6952380952380952,0.8,0.39047619047619053,0.31999999999999995,0.6761904761904762,0.0,0.0,0.65,0.6765255721843142,0.8,2.6,0.523809523809524,0.65,0.523809523809524,0.0,0.0,0.7714285714285715,0.6,0.7714285714285715,0.0,0.0,0.39047619047619053,0.31999999999999995,0.373747205643524,0.37142857142857144,0.44000000000000006,0.37142857142857144,0.8476190476190478,0.8,0.8476190476190478,0.180952380952381,0.31999999999999995,0.2564091694631566,0.4666666666666667,0.31999999999999995,0.4590946475179594,0.4095238095238095,0.64,0.4095238095238095,0.8095238095238096
oulad_AAA_2013J,OULAD,383,background,50,111,1,0.9225427297511273,False,0.03489126867943515,10.0,0.0,1291.0,0.7714285714285716,0.8095238095238095,1.0,0.6190476190476191,0.6,0.7714285714285716,0.0,0.0,0.8,0.8124412872795757,1.0,2.2,0.7142857142857144,0.7,0.7142857142857144,0.0,0.0,0.7333333333333334,1.0,0.7333333333333334,0.0,0.0,0.6190476190476191,0.6,0.5929304935209444,0.16190476190476194,0.31999999999999995,0.16190476190476194,0.8095238095238096,1.0,0.8095238095238096,0.08571428571428572,0.5,0.1561440116717653,0.6190476190476192,0.6,0.6319664964388858,0.16190476190476194,0.31999999999999995,0.16190476190476194,0.9047619047619049
oulad_AAA_2013J,OULAD,383,background,50,17,1,0.8493207150662518,False,0.10811328336431059,6.0,2.0,127.0,0.8285714285714286,0.6952380952380952,1.0,-0.04761904761904763,0.2,0.8285714285714286,0.0,0.0,0.8,0.6952380952380952,0.0,0.8,0.6952380952380953,0.8,0.6952380952380953,0.0,0.0,0.8285714285714286,1.0,0.8285714285714286,0.0,0.0,-0.04761904761904763,0.2,-0.04761904761904763,0.4666666666666667,0.6,0.4666666666666667,0.9428571428571428,1.0,0.9428571428571428,-0.12380952380952384,0.2,-0.12380952380952384,-0.028571428571428574,0.2,-0.028571428571428574,0.44761904761904764,0.6,0.44761904761904764,1.0
oulad_AAA_2013J,OULAD,383,background,50,141,1,0.8176757183938815,False,0.1397582800366809,6.0,0.0,191.0,0.7142857142857143,0.6761904761904762,0.6,0.5619047619047619,0.5,0.7142857142857143,0.0,0.0,0.54,0.655662013130736,0.8,1.8,0.48571428571428565,0.56,0.48571428571428565,0.0,0.0,0.619047619047619,0.6,0.619047619047619,0.0,0.0,0.5619047619047619,0.5,0.5341579368592594,-0.06666666666666668,0.38,-0.06666666666666668,0.8476190476190478,1.0,0.8476190476190478,-0.3904761904761905,0.16,-0.3798954548329005,0.5619047619047619,0.5,0.5532055559068784,-0.028571428571428574,0.38,-0.028571428571428574,1.0
oulad_AAA_2013J,OULAD,383,background,50,308,1,0.8661595649741506,False,0.09127443345641184,9.0,0.0,783.0,0.6761904761904762,0.8095238095238095,0.6,0.6761904761904762,0.64,0.6761904761904762,0.0,0.0,0.8,0.8108185106778919,1.0,2.8,0.5619047619047619,0.7,0.5619047619047619,0.0,0.0,0.523809523809524,0.54,0.523809523809524,0.0,0.0,0.6761904761904762,0.64,0.7548951885971373,0.18095238095238098,0.38,0.18095238095238098,0.8095238095238095,0.9,0.8095238095238095,0.1619047619047619,0.44000000000000006,0.22736735848037642,0.5619047619047619,0.64,0.6314525086274638,0.25714285714285723,0.38,0.25714285714285723,0.8095238095238096
oulad_AAA_2013J,OULAD,383,background,50,241,0,0.3476410028473191,False,0.6097929955832433,3.0,4.0,54.0,0.7333333333333334,0.6952380952380952,0.7,0.009523809523809535,0.33999999999999997,0.7333333333333334,0.0,0.0,0.8,0.6952380952380952,0.0,0.0,0.7904761904761906,1.0,0.7904761904761906,0.0,0.0,0.7523809523809524,0.7,0.7523809523809524,0.0,0.0,0.009523809523809535,0.33999999999999997,0.009523809523809535,0.5619047619047619,0.7,0.5619047619047619,0.961904761904762,1.0,0.961904761904762,-0.23809523809523814,0.16,-0.23809523809523814,0.04761904761904764,0.33999999999999997,0.04761904761904764,0.5238095238095238,0.7,0.5238095238095238,1.0
