regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,Zambia,0.33060533774536777,KU Leuven,0.6377467709846227,0.30714143323925497,0.2164093969487364,0.425229117537637,1000
global,coverage,True,Zambia,0.25,OULAD,0.7036169278078782,0.4536169278078782,0.38653261940917927,0.5209689069465605,1000
global,mean_cross_tau,True,OULAD,0.5580209049561307,KU Leuven,0.7755648209247262,0.21754391596859557,0.14799304616532172,0.3460312101037858,1000
cohort_calibrated,coverage,True,OULAD,0.6475325816371358,Zambia,0.675,0.02746741836286426,0.018981312093546126,0.034425891568748646,1000
cohort_calibrated,mean_cross_tau,True,Zambia,0.4312041355212355,KU Leuven,0.7314101084079193,0.3002059728866838,0.24355129769001155,0.3751835307836863,1000
oracle,coverage,True,OULAD,0.6475325816371358,Zambia,0.675,0.02746741836286426,0.018981312093546126,0.034425891568748646,1000
oracle,mean_cross_tau,True,Zambia,0.4799591650107131,KU Leuven,0.7541013543909915,0.27414218938027834,0.21073362736179627,0.3519709867493891,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,OULAD,0.47276350144026563,KU Leuven,0.6377467709846227,0.1649832695443571,0.07819545814336566,0.2899530524648423,1000
global,coverage,False,KU Leuven,0.5380517503805176,OULAD,0.7036169278078782,0.16556517742736065,0.09191555810552715,0.30493686402340003,1000
global,mean_cross_tau,False,OULAD,0.5580209049561307,KU Leuven,0.7755648209247262,0.21754391596859557,0.12953704884348646,0.30988545750985313,1000
cohort_calibrated,coverage,False,OULAD,0.6475325816371358,Oviedo,0.6553122465531225,0.007779664915986695,0.005058117891083067,0.011665194201188514,1000
cohort_calibrated,mean_cross_tau,False,OULAD,0.5627226830237774,KU Leuven,0.7314101084079193,0.16868742538414194,0.08520945264951851,0.2688219474192566,1000
oracle,coverage,False,OULAD,0.6475325816371358,Oviedo,0.6553122465531225,0.007779664915986695,0.005058117891083067,0.011665194201188514,1000
oracle,mean_cross_tau,False,OULAD,0.6320518915277284,KU Leuven,0.7541013543909915,0.12204946286326301,0.051607583907147356,0.21045803337626992,1000
