regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,UKZN,0.343167915658622,OULAD,0.601391823386259,0.258223907727637,0.1941988427509769,0.32835787638545866,1000
global,coverage,True,UKZN,0.3510945890128046,OULAD,0.732171621027969,0.38107703201516435,0.27082762642000785,0.46784798417199835,1000
global,mean_cross_tau,True,KU Leuven,0.45188343994314145,OULAD,0.6518742857142859,0.1999908457711444,0.16484603115512572,0.2594191336250039,1000
cohort_calibrated,coverage,True,OULAD,0.6224923121979792,Zambia,0.65,0.02750768780202084,0.013741866511220497,0.04481841160753305,1000
cohort_calibrated,mean_cross_tau,True,UKZN,0.395275888133031,OULAD,0.6595400522006027,0.26426416406757175,0.20001455917385277,0.33837838184745567,1000
oracle,coverage,True,OULAD,0.6224923121979792,Zambia,0.65,0.02750768780202084,0.013741866511220497,0.04481841160753305,1000
oracle,mean_cross_tau,True,UKZN,0.46447467876039306,OULAD,0.7136987375519487,0.24922405879155562,0.17857975231023332,0.3220456482685438,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,UKZN,0.343167915658622,OULAD,0.601391823386259,0.258223907727637,0.1941988427509769,0.32835787638545866,1000
global,coverage,False,UKZN,0.3510945890128046,OULAD,0.732171621027969,0.38107703201516435,0.27082762642000785,0.46784798417199835,1000
global,mean_cross_tau,False,KU Leuven,0.45188343994314145,OULAD,0.6518742857142859,0.1999908457711444,0.16484603115512572,0.2594191336250039,1000
cohort_calibrated,coverage,False,OULAD,0.6224923121979792,Oviedo,0.6278520849724626,0.005359772774483407,0.003100704696032619,0.009321216276920924,1000
cohort_calibrated,mean_cross_tau,False,UKZN,0.395275888133031,OULAD,0.6595400522006027,0.26426416406757175,0.20001455917385277,0.33837838184745567,1000
oracle,coverage,False,OULAD,0.6224923121979792,Oviedo,0.6278520849724626,0.005359772774483407,0.003100704696032619,0.009321216276920924,1000
oracle,mean_cross_tau,False,UKZN,0.46447467876039306,OULAD,0.7136987375519487,0.24922405879155562,0.17857975231023332,0.3220456482685438,1000
