regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,KU Leuven,0.4281220555193158,OULAD,0.7303655976961,0.3022435421767842,0.2015756429805794,0.41609565861405806,1000
global,coverage,True,Zambia,0.4,OULAD,0.759554839654415,0.3595548396544149,0.24003772511575708,0.524382866753257,1000
global,mean_cross_tau,True,KU Leuven,0.4818834796488428,OULAD,0.7685091850505386,0.28662570540169574,0.2257800716115753,0.3982920039115983,1000
cohort_calibrated,coverage,True,OULAD,0.6500219651486309,Zambia,0.675,0.02497803485136918,0.01650011322096153,0.03195499731139639,1000
cohort_calibrated,mean_cross_tau,True,KU Leuven,0.46566416040100256,OULAD,0.7783799440028321,0.3127157836018295,0.2180648622863166,0.43922656524674203,1000
oracle,coverage,True,OULAD,0.6500219651486309,Zambia,0.675,0.02497803485136918,0.01650011322096153,0.03195499731139639,1000
oracle,mean_cross_tau,True,KU Leuven,0.5221164021164021,OULAD,0.8100902176594902,0.2879738155430881,0.20457625335756893,0.39343255482691425,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,KU Leuven,0.4281220555193158,OULAD,0.7303655976961,0.3022435421767842,0.18473019440987845,0.41609565861405806,1000
global,coverage,False,UKZN,0.4646840148698885,OULAD,0.759554839654415,0.2948708247845265,0.19075955943422332,0.47963443411846796,1000
global,mean_cross_tau,False,KU Leuven,0.4818834796488428,OULAD,0.7685091850505386,0.28662570540169574,0.16705400374357787,0.3982920039115983,1000
cohort_calibrated,coverage,False,OULAD,0.6500219651486309,Oviedo,0.6553894571203777,0.005367491971746796,0.0033522010177699764,0.008405388227964416,1000
cohort_calibrated,mean_cross_tau,False,KU Leuven,0.46566416040100256,OULAD,0.7783799440028321,0.3127157836018295,0.18804445068879647,0.43922656524674203,1000
oracle,coverage,False,OULAD,0.6500219651486309,Oviedo,0.6553894571203777,0.005367491971746796,0.0033522010177699764,0.008405388227964416,1000
oracle,mean_cross_tau,False,KU Leuven,0.5221164021164021,OULAD,0.8100902176594902,0.2879738155430881,0.17772879645994555,0.39343255482691425,1000
