metric,students,mean,sd,p10,median
self_tau_shap,11875,0.8165445614035088,0.12737865721075967,0.6380952380952382,0.8476190476190476
self_tau_occlusion,11875,0.6791097744360903,0.19531859389841352,0.40952380952380957,0.7142857142857143
self_jaccard_shap,11875,0.856506105263158,0.16124409426059672,0.65,1.0
cross_tau,11875,0.3691412531328321,0.29632743516086607,-0.04761904761904763,0.40952380952380957
cross_jaccard_top3,11875,0.5352842105263158,0.2241608001514323,0.26,0.5
self_taub_shap,11875,0.8165445614035088,0.12737865721075967,0.6380952380952382,0.8476190476190476
self_jaccard_occlusion,11875,0.6995115789473685,0.1804954924716544,0.4600000000000001,0.7
self_taub_occlusion,11852,0.6723987082998493,0.19473586314952426,0.4023172851856826,0.7132804182804182
self_tau_lime,11875,0.6739384461152883,0.20168773479446817,0.39047619047619053,0.6952380952380953
self_jaccard_lime,11875,0.7791166315789474,0.20360061765530815,0.49000000000000005,0.8
self_taub_lime,11875,0.6739384461152883,0.20168773479446817,0.39047619047619053,0.6952380952380953
self_tau_kernelshap_prob,11875,0.8165445614035088,0.12737865721075967,0.6380952380952382,0.8476190476190476
self_jaccard_kernelshap_prob,11875,0.856506105263158,0.16124409426059672,0.65,1.0
self_taub_kernelshap_prob,11875,0.8165445614035088,0.12737865721075967,0.6380952380952382,0.8476190476190476
cross_tau_shap__occlusion,11875,0.3691412531328321,0.29632743516086607,-0.04761904761904763,0.40952380952380957
cross_jaccard_top3_shap__occlusion,11875,0.5352842105263158,0.2241608001514323,0.26,0.5
cross_taub_shap__occlusion,11854,0.37865261346038154,0.303299337694237,-0.04761904761904763,0.42015459307759195
cross_tau_shap__lime,11875,0.5046977443609023,0.24071822051525613,0.16190476190476194,0.5428571428571429
cross_jaccard_top3_shap__lime,11875,0.660917894736842,0.2469829391967875,0.32,0.6
cross_taub_shap__lime,11875,0.5046977443609023,0.24071822051525613,0.16190476190476194,0.5428571428571429
cross_tau_shap__kernelshap_prob,11875,1.0,0.0,1.0,1.0
cross_jaccard_top3_shap__kernelshap_prob,11875,1.0,0.0,1.0,1.0
cross_taub_shap__kernelshap_prob,11875,1.0,0.0,1.0,1.0
cross_tau_occlusion__lime,11875,0.1592084210526316,0.2961111432301161,-0.23809523809523808,0.1619047619047619
cross_jaccard_top3_occlusion__lime,11875,0.4381709473684211,0.2152271936881671,0.2,0.44000000000000006
cross_taub_occlusion__lime,11854,0.1696267858071549,0.29988324942946015,-0.2263115799444015,0.16247868288761486
cross_tau_occlusion__kernelshap_prob,11875,0.3691412531328321,0.29632743516086607,-0.04761904761904763,0.40952380952380957
cross_jaccard_top3_occlusion__kernelshap_prob,11875,0.5352842105263158,0.2241608001514323,0.26,0.5
cross_taub_occlusion__kernelshap_prob,11854,0.37865261346038154,0.303299337694237,-0.04761904761904763,0.42015459307759195
cross_tau_lime__kernelshap_prob,11875,0.5046977443609023,0.24071822051525613,0.16190476190476194,0.5428571428571429
cross_jaccard_top3_lime__kernelshap_prob,11875,0.660917894736842,0.2469829391967875,0.32,0.6
cross_taub_lime__kernelshap_prob,11875,0.5046977443609023,0.24071822051525613,0.16190476190476194,0.5428571428571429
lime_seed_tau,11875,0.883957894736842,0.11715324638751703,0.7142857142857143,0.9047619047619049
