cohort_id,institution,n_students,vary,background_n,student_row,y,p_risk,flagged,margin,active_weeks,weeks_since_active,cum_clicks,self_tau_shap,self_tau_occlusion,self_jaccard_shap,cross_tau,cross_jaccard_top3,self_taub_shap,tied_shap,zeros_shap,self_jaccard_occlusion,self_taub_occlusion,tied_occlusion,zeros_occlusion,self_tau_lime,self_jaccard_lime,self_taub_lime,tied_lime,zeros_lime,self_tau_kernelshap_prob,self_jaccard_kernelshap_prob,self_taub_kernelshap_prob,tied_kernelshap_prob,zeros_kernelshap_prob,cross_tau_shap__occlusion,cross_jaccard_top3_shap__occlusion,cross_taub_shap__occlusion,cross_tau_shap__lime,cross_jaccard_top3_shap__lime,cross_taub_shap__lime,cross_tau_shap__kernelshap_prob,cross_jaccard_top3_shap__kernelshap_prob,cross_taub_shap__kernelshap_prob,cross_tau_occlusion__lime,cross_jaccard_top3_occlusion__lime,cross_taub_occlusion__lime,cross_tau_occlusion__kernelshap_prob,cross_jaccard_top3_occlusion__kernelshap_prob,cross_taub_occlusion__kernelshap_prob,cross_tau_lime__kernelshap_prob,cross_jaccard_top3_lime__kernelshap_prob,cross_taub_lime__kernelshap_prob,lime_seed_tau
oulad_AAA_2013J,OULAD,383,background,50,47,0,0.9484444444444445,True,0.017693650793650817,15.0,2.0,801.0,0.48571428571428577,0.23809523809523814,0.56,-0.2,0.18,0.48571428571428577,0.0,0.0,0.44000000000000006,0.23809523809523814,0.0,0.4,0.7523809523809525,1.0,0.7523809523809525,0.0,0.0,0.48571428571428577,0.56,0.48571428571428577,0.0,0.0,-0.2,0.18,-0.2,0.31428571428571433,0.5,0.31428571428571433,1.0,1.0,1.0,0.0666666666666667,0.31999999999999995,0.0666666666666667,-0.2,0.18,-0.2,0.31428571428571433,0.5,0.31428571428571433,0.9047619047619049
oulad_AAA_2013J,OULAD,383,background,50,0,1,0.759,False,0.1717507936507937,13.0,0.0,457.0,0.7142857142857144,0.6761904761904762,0.7,0.21904761904761907,0.42000000000000004,0.7142857142857144,0.0,0.0,0.65,0.6761904761904762,0.0,1.0,0.2761904761904762,0.42000000000000004,0.2761904761904762,0.0,0.0,0.7142857142857144,0.7,0.7142857142857144,0.0,0.0,0.21904761904761907,0.42000000000000004,0.21904761904761907,0.2761904761904762,0.58,0.2761904761904762,1.0,1.0,1.0,-0.2,0.16,-0.2,0.21904761904761907,0.42000000000000004,0.21904761904761907,0.2761904761904762,0.58,0.2761904761904762,0.9047619047619049
oulad_AAA_2013J,OULAD,383,background,50,267,1,0.9815555555555556,True,0.05080476190476191,20.0,0.0,1577.0,0.6761904761904762,0.7714285714285715,1.0,0.4666666666666667,0.5,0.6761904761904762,0.0,0.0,0.7,0.7503367969200578,0.6,1.6,0.8476190476190476,0.8,0.8476190476190476,0.0,0.0,0.6761904761904762,1.0,0.6761904761904762,0.0,0.0,0.4666666666666667,0.5,0.5018234489970179,0.42857142857142855,0.5,0.42857142857142855,1.0,1.0,1.0,-0.10476190476190479,0.26,-0.07760162342453106,0.4666666666666667,0.5,0.5018234489970179,0.42857142857142855,0.5,0.42857142857142855,0.7142857142857143
oulad_AAA_2013J,OULAD,383,background,50,122,1,0.9810555555555556,True,0.05030476190476185,20.0,0.0,2305.0,0.7333333333333334,0.7333333333333334,0.8,0.21904761904761907,0.31999999999999995,0.7333333333333334,0.0,0.0,0.7,0.7333333333333334,0.0,1.0,0.8666666666666666,0.8,0.8666666666666666,0.0,0.0,0.7333333333333334,0.8,0.7333333333333334,0.0,0.0,0.21904761904761907,0.31999999999999995,0.21904761904761907,0.25714285714285723,0.5,0.25714285714285723,1.0,1.0,1.0,-0.2571428571428572,0.12000000000000002,-0.2571428571428572,0.21904761904761907,0.31999999999999995,0.21904761904761907,0.25714285714285723,0.5,0.25714285714285723,1.0
oulad_AAA_2013J,OULAD,383,background,50,337,0,0.17815079365079364,False,0.7526,8.0,10.0,400.0,0.961904761904762,0.8095238095238095,0.8,0.4666666666666667,0.6,0.961904761904762,0.0,0.0,0.7,0.8095238095238095,0.0,0.0,0.961904761904762,0.8,0.961904761904762,0.0,0.0,0.961904761904762,0.8,0.961904761904762,0.0,0.0,0.4666666666666667,0.6,0.4666666666666667,0.8666666666666668,0.8,0.8666666666666668,1.0,1.0,1.0,0.3714285714285715,0.6,0.3714285714285715,0.4666666666666667,0.6,0.4666666666666667,0.8666666666666668,0.8,0.8666666666666668,1.0
oulad_AAA_2013J,OULAD,383,background,50,111,1,0.719642857142857,False,0.2111079365079367,19.0,1.0,1938.0,0.7142857142857142,0.6571428571428573,0.8,0.6000000000000001,0.9,0.7142857142857142,0.0,0.0,1.0,0.6571428571428573,0.0,0.0,0.7714285714285715,0.8,0.7714285714285715,0.0,0.0,0.7142857142857142,0.8,0.7142857142857142,0.0,0.0,0.6000000000000001,0.9,0.6000000000000001,0.6761904761904762,0.8,0.6761904761904762,1.0,1.0,1.0,0.5428571428571429,0.9,0.5428571428571429,0.6000000000000001,0.9,0.6000000000000001,0.6761904761904762,0.8,0.6761904761904762,1.0
oulad_AAA_2013J,OULAD,383,background,50,17,1,0.7983272005772003,False,0.13242359307359342,7.0,3.0,203.0,0.40952380952380957,0.7333333333333334,0.4,-0.02857142857142857,0.31999999999999995,0.40952380952380957,0.0,0.0,1.0,0.7333333333333334,0.0,0.0,0.7333333333333334,0.65,0.7333333333333334,0.0,0.0,0.40952380952380957,0.4,0.40952380952380957,0.0,0.0,-0.02857142857142857,0.31999999999999995,-0.02857142857142857,0.08571428571428572,0.33999999999999997,0.08571428571428572,1.0,1.0,1.0,-0.29523809523809524,0.16,-0.29523809523809524,-0.02857142857142857,0.31999999999999995,-0.02857142857142857,0.08571428571428572,0.33999999999999997,0.08571428571428572,1.0
oulad_AAA_2013J,OULAD,383,background,50,141,1,0.7793066378066378,False,0.15144415584415594,11.0,1.0,252.0,0.6952380952380952,0.7714285714285714,0.7,0.14285714285714285,0.31999999999999995,0.6952380952380952,0.0,0.0,0.7,0.7714285714285714,0.0,0.0,0.3142857142857143,0.52,0.3142857142857143,0.0,0.0,0.6952380952380952,0.7,0.6952380952380952,0.0,0.0,0.14285714285714285,0.31999999999999995,0.14285714285714285,0.04761904761904763,0.26,0.04761904761904763,1.0,1.0,1.0,-0.23809523809523814,0.08,-0.23809523809523814,0.14285714285714285,0.31999999999999995,0.14285714285714285,0.04761904761904763,0.26,0.04761904761904763,0.6190476190476191
oulad_AAA_2013J,OULAD,383,background,50,308,1,0.7880423280423279,False,0.14270846560846584,18.0,0.0,1273.0,0.7523809523809525,0.7523809523809525,0.8,0.04761904761904763,0.25999999999999995,0.7523809523809525,0.0,0.0,0.8,0.7523809523809525,0.0,1.0,0.7523809523809524,0.7,0.7523809523809524,0.0,0.0,0.7523809523809525,0.8,0.7523809523809525,0.0,0.0,0.04761904761904763,0.25999999999999995,0.04761904761904763,0.37142857142857144,0.5,0.37142857142857144,1.0,1.0,1.0,-0.2761904761904762,0.16,-0.2761904761904762,0.04761904761904763,0.25999999999999995,0.04761904761904763,0.37142857142857144,0.5,0.37142857142857144,0.8095238095238096
oulad_AAA_2013J,OULAD,383,background,50,241,0,0.27732539682539686,False,0.6534253968253969,4.0,0.0,59.0,0.8476190476190476,0.8857142857142858,1.0,0.7714285714285716,1.0,0.8476190476190476,0.0,0.0,1.0,0.8857142857142858,0.0,1.0,0.7904761904761906,1.0,0.7904761904761906,0.0,0.0,0.8476190476190476,1.0,0.8476190476190476,0.0,0.0,0.7714285714285716,1.0,0.7714285714285716,0.35238095238095246,0.5,0.35238095238095246,1.0,1.0,1.0,0.2,0.5,0.2,0.7714285714285716,1.0,0.7714285714285716,0.35238095238095246,0.5,0.35238095238095246,0.9047619047619049
