regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,OULAD,0.28338199427316196,KU Leuven,0.6137180765120356,0.3303360822388736,0.28230361623844236,0.37489146349289293,1000
global,coverage,True,Oviedo,0.46958637469586373,KU Leuven,0.6156773211567732,0.14609094646090948,0.07771309917531365,0.31776183178965683,1000
global,mean_cross_tau,True,OULAD,0.411628131030088,KU Leuven,0.6552227142406124,0.2435945832105244,0.18526349211514923,0.30388865397516135,1000
cohort_calibrated,coverage,True,OULAD,0.5300922536242495,Zambia,0.55,0.019907746375750546,0.015274507678829397,0.02553605014356431,1000
cohort_calibrated,mean_cross_tau,True,OULAD,0.4239885440973959,KU Leuven,0.664516137937956,0.24052759384056016,0.18394605830413088,0.29649741303209837,1000
oracle,coverage,True,OULAD,0.5300922536242495,Zambia,0.55,0.019907746375750546,0.015274507678829397,0.02553605014356431,1000
oracle,mean_cross_tau,True,OULAD,0.5173321435417934,KU Leuven,0.7338939353534665,0.21656179181167312,0.1672636888375225,0.26136187558075397,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,OULAD,0.28338199427316196,KU Leuven,0.6137180765120356,0.3303360822388736,0.28230361623844236,0.37489146349289293,1000
global,coverage,False,Oviedo,0.46958637469586373,KU Leuven,0.6156773211567732,0.14609094646090948,0.06743161913021077,0.316124809158416,1000
global,mean_cross_tau,False,OULAD,0.411628131030088,KU Leuven,0.6552227142406124,0.2435945832105244,0.18526349211514923,0.30388865397516135,1000
cohort_calibrated,coverage,False,OULAD,0.5300922536242495,Oviedo,0.5385239253852393,0.0084316717609898,0.005432656218893656,0.013216252119537631,1000
cohort_calibrated,mean_cross_tau,False,OULAD,0.4239885440973959,KU Leuven,0.664516137937956,0.24052759384056016,0.18394605830413088,0.29649741303209837,1000
oracle,coverage,False,OULAD,0.5300922536242495,Oviedo,0.5385239253852393,0.0084316717609898,0.005432656218893656,0.013216252119537631,1000
oracle,mean_cross_tau,False,OULAD,0.5173321435417934,KU Leuven,0.7338939353534665,0.21656179181167312,0.1672636888375225,0.26136187558075397,1000
