regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,Zambia,0.5276190476190477,OULAD,0.7027355326374217,0.17511648501837407,0.13011439688096652,0.3172504439363526,1000
global,coverage,True,Zambia,0.25,OULAD,0.7036169278078782,0.4536169278078782,0.38653261940917927,0.5209689069465605,1000
global,mean_cross_tau,True,Zambia,0.5714285714285714,OULAD,0.7644636043803579,0.19303503295178648,0.13459060956039648,0.3429700160045366,1000
cohort_calibrated,coverage,True,OULAD,0.6453360667740519,Zambia,0.675,0.02966393322594818,0.021139690784242476,0.03662964064705575,1000
cohort_calibrated,mean_cross_tau,True,Zambia,0.5463844797178131,OULAD,0.7661598971333485,0.2197754174155354,0.15623029145668757,0.34173366678529693,1000
oracle,coverage,True,OULAD,0.6453360667740519,Zambia,0.675,0.02966393322594818,0.021139690784242476,0.03662964064705575,1000
oracle,mean_cross_tau,True,KU Leuven,0.6063651468614965,OULAD,0.8072417258257967,0.20087657896430022,0.152518301095247,0.3403723854019852,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,KU Leuven,0.5311620781883954,OULAD,0.7027355326374217,0.17157345444902627,0.11661677651080328,0.3172504439363526,1000
global,coverage,False,KU Leuven,0.5380517503805176,OULAD,0.7036169278078782,0.16556517742736065,0.09937048604152743,0.30493686402340003,1000
global,mean_cross_tau,False,KU Leuven,0.5879297500272012,OULAD,0.7644636043803579,0.17653385435315672,0.12182756863666847,0.3429700160045366,1000
cohort_calibrated,coverage,False,OULAD,0.6453360667740519,Oviedo,0.6538158929976396,0.008479826223587783,0.00592382345159784,0.012198951554995245,1000
cohort_calibrated,mean_cross_tau,False,KU Leuven,0.5646284933484137,OULAD,0.7661598971333485,0.20153140378493484,0.1354388906238384,0.34173366678529693,1000
oracle,coverage,False,OULAD,0.6453360667740519,Oviedo,0.6538158929976396,0.008479826223587783,0.00592382345159784,0.012198951554995245,1000
oracle,mean_cross_tau,False,KU Leuven,0.6063651468614965,OULAD,0.8072417258257967,0.20087657896430022,0.13852088207354663,0.3403723854019852,1000
