regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,Oviedo,0.28348328374914333,Zambia,0.508095238095238,0.2246119543460947,0.12241814968252517,0.356631846436004,1000
global,coverage,True,Oviedo,0.4555468135326515,KU Leuven,0.6156773211567732,0.16013050762412173,0.08070028592119102,0.3207827870858212,1000
global,mean_cross_tau,True,Oviedo,0.3505517567129209,Zambia,0.5704761904761905,0.2199244337632696,0.13193627821216994,0.32860481594920177,1000
cohort_calibrated,coverage,True,OULAD,0.52774930443696,Zambia,0.55,0.022250695563040046,0.017481434169135907,0.027974998482917623,1000
cohort_calibrated,mean_cross_tau,True,Oviedo,0.28743735681665555,Zambia,0.5619047619047619,0.27446740508810635,0.15422761073489286,0.4309535251270976,1000
oracle,coverage,True,OULAD,0.52774930443696,Zambia,0.55,0.022250695563040046,0.017481434169135907,0.027974998482917623,1000
oracle,mean_cross_tau,True,Oviedo,0.4413235723089879,OULAD,0.6408065112837588,0.19948293897477087,0.11677962522354496,0.30693788250049214,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,Oviedo,0.28348328374914333,OULAD,0.46592473275735835,0.18244144900821502,0.08715947050462391,0.30734391819585544,1000
global,coverage,False,Oviedo,0.4555468135326515,KU Leuven,0.6156773211567732,0.16013050762412173,0.07230105976314367,0.3190569789717256,1000
global,mean_cross_tau,False,Oviedo,0.3505517567129209,OULAD,0.5621616761082636,0.21160991939534274,0.11566267403979895,0.32379359986609385,1000
cohort_calibrated,coverage,False,OULAD,0.52774930443696,Oviedo,0.5334382376081825,0.005688933171222543,0.0032823853237765347,0.009102460502998127,1000
cohort_calibrated,mean_cross_tau,False,Oviedo,0.28743735681665555,OULAD,0.5554833254056339,0.2680459685889784,0.12793583224758517,0.41447123971572586,1000
oracle,coverage,False,OULAD,0.52774930443696,Oviedo,0.5334382376081825,0.005688933171222543,0.0032823853237765347,0.009102460502998127,1000
oracle,mean_cross_tau,False,Oviedo,0.4413235723089879,OULAD,0.6408065112837588,0.19948293897477087,0.10508613408390022,0.29562949609247496,1000
