regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,UKZN,0.3611061938199485,OULAD,0.4246469886827187,0.0635407948627702,0.04512073639294722,0.21110844992985336,1000
global,coverage,True,Zambia,0.175,OULAD,0.5908624981695709,0.41586249816957094,0.3063033702714926,0.5963946311305386,1000
global,mean_cross_tau,True,KU Leuven,0.3982615268329554,OULAD,0.4921720658523633,0.09391053901940788,0.045026592266777854,0.18355804326463895,1000
cohort_calibrated,coverage,True,OULAD,0.55732903792649,Zambia,0.575,0.017670962073509933,0.005293556352932568,0.03393825341117319,1000
cohort_calibrated,mean_cross_tau,True,UKZN,0.3852148835900683,OULAD,0.4812001101018442,0.09598522651177593,0.060787088932688756,0.2172844025709508,1000
oracle,coverage,True,OULAD,0.55732903792649,Zambia,0.575,0.017670962073509933,0.005293556352932568,0.03393825341117319,1000
oracle,mean_cross_tau,True,UKZN,0.49229795315467395,OULAD,0.5777844506168206,0.08548649746214665,0.06469352765423128,0.21595697490201213,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,UKZN,0.3611061938199485,OULAD,0.4246469886827187,0.0635407948627702,0.0348820733322279,0.18417982295344518,1000
global,coverage,False,UKZN,0.4423791821561338,OULAD,0.5908624981695709,0.14848331601343712,0.05878899461438539,0.2987937397501905,1000
global,mean_cross_tau,False,KU Leuven,0.3982615268329554,OULAD,0.4921720658523633,0.09391053901940788,0.04305874834184984,0.18355804326463895,1000
cohort_calibrated,coverage,False,OULAD,0.55732903792649,Oviedo,0.5625491738788355,0.005220135952345495,0.0028014444560294062,0.00891716172166302,1000
cohort_calibrated,mean_cross_tau,False,UKZN,0.3852148835900683,OULAD,0.4812001101018442,0.09598522651177593,0.050072805608513224,0.21593670681224686,1000
oracle,coverage,False,OULAD,0.55732903792649,Oviedo,0.5625491738788355,0.005220135952345495,0.0028014444560294062,0.00891716172166302,1000
oracle,mean_cross_tau,False,UKZN,0.49229795315467395,OULAD,0.5777844506168206,0.08548649746214665,0.05102873307394674,0.1919552368416424,1000
