regime,metric,includes_zambia,min_group,min,max_group,max,spread,spread_ci_low,spread_ci_high,spread_n_boot
no_gate,coverage,True,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,True,OULAD,0.22527038052005105,KU Leuven,0.5843009349858665,0.3590305544658155,0.2870942585464037,0.4548719478476027,1000
global,coverage,True,Zambia,0.15,KU Leuven,0.8386605783866058,0.6886605783866058,0.5514657234395594,0.8569355687183856,1000
global,mean_cross_tau,True,OULAD,0.2611267911419887,Zambia,0.6380952380952382,0.37696844695324944,0.2877129678091923,0.44399386446337685,1000
cohort_calibrated,coverage,True,OULAD,0.7500366085810514,Zambia,0.775,0.024963391418948655,0.022575661090185523,0.027816227521238794,1000
cohort_calibrated,mean_cross_tau,True,OULAD,0.26901693906770047,KU Leuven,0.6026604973973395,0.33364355832963905,0.2632667024582128,0.4300333680894658,1000
oracle,coverage,True,OULAD,0.7500366085810514,Zambia,0.775,0.024963391418948655,0.022575661090185523,0.027816227521238794,1000
oracle,mean_cross_tau,True,OULAD,0.35296852048121086,KU Leuven,0.6431848852901485,0.29021636480893764,0.22310355354605246,0.3838880875825945,1000
no_gate,coverage,False,KU Leuven,1.0,KU Leuven,1.0,0.0,0.0,0.0,1000
no_gate,mean_cross_tau,False,OULAD,0.22527038052005105,KU Leuven,0.5843009349858665,0.3590305544658155,0.2794939834080972,0.4548719478476027,1000
global,coverage,False,Oviedo,0.6577498033044846,KU Leuven,0.8386605783866058,0.18091077508212117,0.0745577357122461,0.3355168369414854,1000
global,mean_cross_tau,False,OULAD,0.2611267911419887,KU Leuven,0.5946936306282948,0.3335668394863061,0.2594613284892301,0.4302249977357603,1000
cohort_calibrated,coverage,False,OULAD,0.7500366085810514,Oviedo,0.7553107789142408,0.005274170333189443,0.003389551888323705,0.007694289044140906,1000
cohort_calibrated,mean_cross_tau,False,OULAD,0.26901693906770047,KU Leuven,0.6026604973973395,0.33364355832963905,0.25168215329083604,0.4300333680894658,1000
oracle,coverage,False,OULAD,0.7500366085810514,Oviedo,0.7553107789142408,0.005274170333189443,0.003389551888323705,0.007694289044140906,1000
oracle,mean_cross_tau,False,OULAD,0.35296852048121086,KU Leuven,0.6431848852901485,0.29021636480893764,0.2176175737702812,0.3838880875825945,1000
