metric,est_a,est_b,kind,tau_mean,tau_ci_low,tau_ci_high,jaccard_top3_mean,n_students
tau_strict,shap,shap,self,0.7894849122807017,0.7758097270393067,0.8019805762591158,0.818650105263158,11875
tau_strict,occlusion,occlusion,self,0.6955043609022558,0.6641787279740684,0.7280796987736681,0.7064951578947369,11875
tau_strict,lime,lime,self,0.6678047117794487,0.6328680148030881,0.6967979416919448,0.7396707368421053,11875
tau_strict,kernelshap_prob,kernelshap_prob,self,0.7894849122807017,0.7758097270393067,0.8019805762591158,0.818650105263158,11875
tau_strict,shap,occlusion,cross,0.3592332832080201,0.3253288291480389,0.3967861401667849,0.5197254736842105,11875
tau_strict,shap,lime,cross,0.4309357393483709,0.3904815601569825,0.4638931579402626,0.5543511578947369,11875
tau_strict,shap,kernelshap_prob,cross,1.0,1.0,1.0,1.0,11875
tau_strict,occlusion,lime,cross,0.10840140350877195,0.0677605301066839,0.1538226469852057,0.3761347368421053,11875
tau_strict,occlusion,kernelshap_prob,cross,0.3592332832080201,0.3253288291480389,0.3967861401667849,0.5197254736842105,11875
tau_strict,lime,kernelshap_prob,cross,0.4309357393483709,0.3904815601569825,0.4638931579402626,0.5543511578947369,11875
tau_b,shap,shap,self,0.7893652286449755,0.7756925391531072,0.8018525690925109,,11875
tau_b,occlusion,occlusion,self,0.6834215162177231,0.6540732026166352,0.713697627067288,,11837
tau_b,lime,lime,self,0.6682705083736542,0.6334101212359973,0.6970613708743134,,11875
tau_b,kernelshap_prob,kernelshap_prob,self,0.7893652286449755,0.7756925391531072,0.8018525690925109,,11875
tau_b,shap,occlusion,cross,0.3671589511090749,0.3299370650624789,0.40604310709292124,,11837
tau_b,shap,lime,cross,0.4314879654655305,0.3914889182708048,0.46454121474068727,,11875
tau_b,shap,kernelshap_prob,cross,1.0,1.0,1.0,,11875
tau_b,occlusion,lime,cross,0.11437401567105802,0.07261265149321623,0.16122199689085687,,11837
tau_b,occlusion,kernelshap_prob,cross,0.3671589511090749,0.3299370650624789,0.40604310709292124,,11837
tau_b,lime,kernelshap_prob,cross,0.4314879654655305,0.3914889182708048,0.46454121474068727,,11875
